,0,1
1183,"横浜港に面している地域。ランドマークタワー,横浜赤レンガ倉庫でお馴染み。",みなとみらい(横浜みなとみらい21)
1184,東京・川崎・横浜にまたがる工業地帯といえば？,京浜工業地帯
1185,東京と千葉にまたがる臨界の工業地域といえば？,京葉工業地域
1186,茨城・栃木・群馬・埼玉にまたがる工業地域といえば？,北関東工業地域
1187,茨城県南東部にある臨界の工業地域といえば？,鹿島臨海工業地域
1188,千葉県にある日本最大の国際空港といえば？,成田国際空港(※2004年頃までは新東京国際空港とも)
1189,国内線が中心となっている大田区にある空港といえば？,羽田空港(東京国際空港)
1190,茨城県にある世界有数の学術・研究都市といえば？,筑波研究学園都市
1191,あさりの澄まし汁をご飯にかけた東京の郷土料理といえば？,深川めし
1192,1958年にできた高さ333mの電波塔といえば？,東京タワー(日本電波塔)
1193,2012年にできた高さ634mの電波塔といえば？,東京スカイツリー
1194,みなとみらいにある高さ296mの高層ビルといえば？,ランドマークタワー
1195,中部地方の地方中枢都市。江戸時代には尾張藩の城下町として栄えた。,名古屋市
1196,新潟県北東部にある都市。政令指定都市である。信濃川の河口にある。,新潟市
1197,山梨県の県庁所在地は,甲府市
1198,"徳川家康の城下町として栄え,現在政令指定都市となっている静岡県の県庁所在地は？",静岡市
1199,1998年の冬季オリンピックのメインとなった県庁所在地は？,長野市
1200,斎藤道三や織田信長の城下町として栄えた県庁所在地は？,岐阜市
1201,神通川下流域に位置する県庁所在地は？,富山市
1202,石川県の中央部にある同県の県庁所在地。加賀百万石の城下町として栄えた。,金沢市
1203,福井県北部にある同県の県庁所在地は？,福井市
1204,静岡県西部にある同県最大の人口、面積を誇る政令指定都市は？,浜松市
1205,長野県中部にある国際会議観光都市は？,松本市
1206,愛知県にある自動車工業都市といえば？,豊田市
1207,愛知県北東部にある窯業が盛んな都市は？,瀬戸市
1208,岐阜県南部にある窯業が盛んな都市は？,多治見市
1209,長野県から新潟県まで流れる全長367kmと日本で一番長い川は？,信濃川
1210,"長野県から愛知,静岡を経て太平洋に注ぐ川は？",天竜川
1211,岐阜県から富山県へ流れる川は。この川でイタイイタイ病が問題化した。,神通川
1212,北アルプスと呼ばれる山脈は？,飛騨山脈
1213,中央アルプスと呼ばれる山脈は？,木曽山脈
1214,南アルプスと呼ばれる山脈は？,赤石山脈
1215,石川県北部の日本海に突き出た半島といえば？,能登半島
1216,静岡県東部に位置する太平洋に突き出た半島。温泉で有名。,伊豆半島
1217,うなぎ養殖が日本一である静岡県の西にある湖といえば？,浜名湖
1218,新潟県中部に位置し信濃川、阿賀野川が流れる平野といえば？,越後平野
1219,岐阜県南部から愛知県西部に位置し木曽川、長良川、揖斐川が流れる平野といえば？,濃尾平野
1220,愛知県の渥美半島と知多半島にかこまれた湾といえば？,三河湾
1221,渥美半島と志摩半島にかこまれた湾。名古屋市や四日市市が面している。,伊勢湾
1222,沿岸に敦賀、小浜などの港町や原子力発電所が集中している湾はといえば？,若狭湾
1223,名古屋、四日市、豊橋、岐阜を中心とする工業地帯といえば？,中京工業地帯
1224,濃尾平野の下流域に見られる堤防で囲まれた地帯のことを何というか？,輪中
1225,飛騨山脈、木曽山脈、赤石山脈をまとめて何というか？,日本アルプス
1226,富山県の神通川流域で発生した公害といえば何秒か？,イタイイタイ病
1227,新潟県の阿賀野川流域で発生した公害といえば何秒か？,新潟水俣病
1228,静岡県中部に広がる台地。茶の名産地として有名。,牧の原
1229,味噌仕立てで具に野菜や麺を入れた山梨県の郷土料理は？,ほうとう
1230,岐阜県北西部に見られる合掌造りの住居が見られる一帯のこと。世界遺産にも登録されている。,白川郷
1231,愛知県で生産されている豆味噌と言えば？味噌煮うどんや味噌カツ等に使われる。,八丁味噌
1232,石川県金沢市にある日本三名園の一つといえば？,兼六園
1233,近畿地方の地方中枢都市で日本で3番目に人口が多い都市といえば？,大阪市
1234,西日本の文化・観光の中心となっているかつての日本の首都は？,京都市
1235,日本を代表とする港がある都市、阪神淡路大震災で大きな被害を受けた都市といえば？,神戸市
1236,和歌山県北西部にある製鉄、化学の都市は？,和歌山市
1237,東大寺や興福寺などの門前町と発達した世界遺産にも登録されている国際観光都市は？,奈良市
1238,三重県中部にある同県の県庁所在地は？,津市
1239,琵琶湖の南端に位置する滋賀県の県庁所在地は？,大津市
1240,三重県北部の伊勢湾に面している工業都市、かつて大気汚染の公害で問題となった。,四日市市
1241,大阪府の第二の工業都市。室町時代から貿易都市、自由都市として栄えた。,堺市
1242,滋賀県にある日本で一番面積の広い湖は？,琵琶湖
1243,近畿地方にある日本最大の半島は？,紀伊半島
1244,兵庫・京都・滋賀に広がる高地は？,丹波高地
1245,和歌山・奈良・三重に連なる山地は？,紀伊山地
1246,神戸の北西にある山塊。阪神タイガースの応援歌でも歌われている。,六甲山
1247,琵琶湖から瀬田川、宇治川と名前をかえて大阪湾に注ぐ川。,淀川
1248,奈良県から和歌山県へと流れる河川。,紀の川(吉野川)
1249,大阪府と兵庫県を中心に広がる工業地帯といえば？,阪神工業地帯
1250,大阪府の人工島に作られた24時間運用可能な国際空港といえば？,関西国際空港
1251,四代公害病の1つで三重県四日市市で問題化した大気汚染による症状は？,四日市ぜんそく
1252,神戸港内の人工島。1981年完成され、神戸大橋で陸地とつながっている。,ポートアイランド
1253,神戸市東灘区にある人工島。住宅地を主とした街づくりになっている。,六甲アイランド
1254,大阪市にある高さ100mの展望台。国の登録有形文化財で観光名所として有名。,通天閣
1255,2014年に大阪に完成予定の横浜ランドマークタワーを抜く日本一高いビルは？,あべのハルカス
1256,1995年、神戸を中心に起こり壊滅的な被害を与えた地震は？,阪神淡路大震災
1257,京都を代表とする米粉と砂糖が主な原料の人気の和菓子。,八つ橋
1258,京都の先染め織物の総称は？,西陣織
1259,京都を代表する陶磁器(焼き物),清水焼
1260,四国・中国地方の地方中枢都市。世界で初めて原子爆弾が投下された都市。現在は平和都市として知られる。,広島市
1261,岡山県の県庁所在地。機械・化学・食料品工業が発達している。日本三名園の後楽園がある。,岡山市
1262,山口市の県庁所在地。室町時代には大内氏の城下町として栄えた。,山口市
1263,鳥取県の県庁所在地。海岸には鳥取砂丘がある。,鳥取市
1264,島根県の県庁所在地。中海と宍道湖の中間地にある。,松江市
1265,愛媛県の県庁所在地。四国一の都市。道後温泉がある。,松山市
1266,香川県の県庁所在地。四国の玄関口として発展した。,高松市
1267,高知県の県庁所在地。ビニールハウスを使った促成栽培が盛ん。坂本龍馬の出身地でもある。,高知市
1268,徳島県の県庁所在地。阿波踊りが有名。,徳島市
1269,島根県の第二の都市。『大社』を名乗る有名な神社がある。,出雲市
1270,本州の最西端にある山口県の都市。,下関市
1271,岡山県南部に位置する都市。南部には重化学工業地域『水島』がある。,倉敷市
1272,鳥取県の北西部に位置する日本有数の水揚げ高を誇る都市。,境港市
1273,四国地方を東西に連なる険しい山脈といえば？,四国山地
1274,中国地方に連なる山陰地方と山陽地方を分ける山脈といえば？,中国山地
1275,中国地方と四国地方の間の海といえば？,瀬戸内海
1276,香川県と徳島県の境の山脈といえば？,讃岐山脈
1277,四国で最も長く数少ない清流として知られる川は？,四万十川
1278,四国の一級河川で日本三大暴れ川の一つで四国三郎とも呼ばれる川は？,吉野川
1279,島根県北東部にある湖。しじみやうなぎで知られる。,宍道湖
1280,鳥取県の日本海沿岸にある日本最大の砂丘は？,鳥取砂丘
1281,本州と九州の間の海峡。,関門海峡
1282,中国地方の日本海側の地方は何地方か？,山陰地方
1283,中国地方の瀬戸内海側の地方は何地方か？,山陽地方
1284,中国・四国地方の瀬戸内海沿岸に広がる工業地域は?,瀬戸内工業地域
1285,広島県の宮島にある日本三景の1つといえば？,厳島神社
1286,島根県にある日本最古の神社の一つは？,出雲大社
1287,徳島県を発祥とする日本を代表とする盆踊りは？,阿波踊り
1288,高知県の古くから歌われている民謡。8月10、11日にお祭りがある。,よさこい節
1289,香川県特産のうどんといえば？,讃岐うどん
1290,岡山県倉敷市中南部に位置する工業エリアといえば？,水島
1291,松山市にある日本を代表とする温泉。夏目漱石の小説『坊つちゃん』にも描かれた。,道後温泉
1292,世界遺産にも登録されている原爆の被害を受けた建物は？,原爆ドーム
1293,山口県に広がる日本最大のカルスト地形といえば？,秋吉台
1294,坂本龍馬の銅像がある浜辺。よさこい節でも歌われている。,桂浜
1295,香川県に属する瀬戸内海にある二十四の瞳の舞台となった場所は？,小豆島(しょうどしま)
1296,関門海峡にある宮本武蔵と佐々木小次郎の決闘が行われたことで有名な島は？,巌流島(船島)
1297,本州四国連絡橋の一つで岡山県倉敷市と香川県坂出市を結ぶ橋は？,瀬戸大橋
1298,神戸市と淡路市を結ぶ世界最長の吊り橋は？,明石海峡大橋
1299,九州地方の地方中枢都市で政令指定都市でもある都市は？,福岡市
1300,福岡県の第二の都市で北九州工業地帯の中心となっている都市は？,北九州市
1301,佐賀県の県庁所在地。鍋島氏の城下町として栄えた。,佐賀市
1302,1945年8月9日に原爆が投下された長崎県の県庁所在地は？,長崎市
1303,大分県の県庁所在地。石油化学、鉄鋼などの工業都市。,大分市
1304,熊本県の県庁所在地。東に阿蘇山、西に島原半島がある。,熊本市
1305,宮崎県の県庁所在地といえば？,宮崎市
1306,鹿児島県の県庁所在地。島津氏の城下町として栄えた。,鹿児島市
1307,沖縄県の県庁所在地。琉球王国の都があった。,那覇市
1308,大分県東海岸にある同県第二の都市。温泉街で栄えている。,別府市
1309,長崎県北部にある同県第二の都市。ハウステンボスがあることで有名。,佐世保市
1310,九州の北東部から南西部に連なる山地といえば？,九州山地
1311,九州北部の東西に連なる山地といえば？,筑紫山地
1312,熊本県北東部にある世界一のカルデラを持つ山といえば？,阿蘇山
1313,鹿児島市の対岸にある火山島といえば？,桜島
1314,鹿児島県南東部の半島といえば？,大隅半島
1315,鹿児島県南西部の半島といえば？,薩摩半島
1316,のりや貝の養殖が盛んな長崎、佐賀、福岡、熊本に囲まれた海といえば？,有明海
1317,島原半島北部に入り込んだ有明海の湾。干拓事業による訴訟問題が起こった。,諫早湾
1318,九州地方の北部を流れる川。日本三大暴れ川の一つで筑紫二郎(筑紫次郎)の異名を持つ。,筑後川
1319,1991年火砕流の被害を与えた火山は？,雲仙普賢岳(雲仙岳の普賢岳)
1320,火山の活動によりできた大きな凹地のこと。阿蘇山が世界最大。,カルデラ
1321,主に鹿児島県の火山灰台地といえば何台地か？,シラス台地
1322,日本の本土からの距離が10～15km以上離れている島を何という？,離島
1323,長崎県に属し九州と朝鮮半島の間にある島。韓国人の観光地として人気がある。,対馬(つしま)
1324,鹿児島県の南にある細長い島。1543年ポルトガル人によって鉄砲が伝来した地でもある。,種子島(たねがしま)
1325,鹿児島県の南にある円形の島。杉の原生林は天然記念物で世界自然遺産に登録されている。,屋久島(やくしま)
1326,沖縄県では3番目に大きい、沖縄県の南西部、八重山列島の島。,石垣島(いしがきじま)
1327,沖縄県では2番目に大きい島。この地のヤマネコは特別天然記念物である。,西表島(いりおもてじま)
1328,沖縄県の南西部、石垣島の東にある島。サンゴ礁が美しい。,宮古島(みやこじま)
1329,日本最西端にある島は？,与那国島(よなぐにじま)
1330,鹿児島県南方沖にある大島、喜界島、徳之島、与論島などからなる諸島を何という？,奄美諸島(あまみしょとう)
1331,長崎県西部にある5つの大きな島と数百の小島の総称は？,五島列島(ごとうれっとう)
1332,九州と対馬の間にある島。朝鮮半島と九州をつなぐ要所といえば？,壱岐(いき)
1333,2017年に閉園の北九州市にある宇宙をテーマとしたテーマパークは？,スペースワールド
1334,長崎県佐世保市にあるオランダを再現したテーマパークは？,ハウステンボス
1335,八代平野、熊本平野、筑紫平野などで栽培されるたたみの材料となる草は,い草
1336,太平洋ベルトの西端部の主に北九州を中心とした工業地帯は？,北九州工業地帯
1337,明治政府が1901年に操業開始した北九州市にある製鉄所は？,八幡(やはた)製鉄所
1338,九州地方はIC工場が沢山あることからアメリカのシリコンバレーにちなんで何と呼ばれているか？,シリコンアイランド
1339,"5月3日,4日に福岡市で行われる伝統的な港祭りは？",博多どんたく
1340,沖縄県那覇市にあった琉球王朝の王の城。,首里城
1341,特別天然記念物に指定された沖縄県のとある島にのみ生息するホニュウ類は,イリオモテヤマネコ(※とある島＝西表島)
1342,鹿児島県の大隅半島の中央部にあるシラス台地を何という？,笠野原
1343,現在日本に適用されている憲法は？,日本国憲法
1344,1889年に発布され1946年まで適用されていた憲法は？,大日本帝国憲法(明治憲法)
1345,日本国憲法が公布されたのは何年何月何日,1946年11月3日(文化の日)
1346,日本国憲法が施行されたのは何年何月何日,1947年5月3日(憲法記念日)
1347,日本国憲法が掲げた3つの原則は？,国民主権、平和主義、基本的人権の尊重
1348,憲法改正に必要な衆議院・参議院の賛成数は？,各総議員の2/3以上
1349,憲法において天皇は日本国と日本国民統合の何であるか？,象徴
1350,日本国民が恒久の平和を望むという戦争放棄について書かれているのは憲法の前文と第何条？,第9条
1351,憲法に定められた国民の三大義務は？,教育・納税・勤労
1352,基本的人権の1つであり国民は平等で差別されないという権利といえば？,平等権
1353,1985年成立、1986年施行された女性が働く上で差別されないという事を定めた法律といえば？,男女雇用機会均等法
1354,1979年に国連で採択された女性差別による条約は？,女性差別撤廃条約
1355,偏見や差別を受けた北海道の先住民といえば？,アイヌ民族
1356,被差別部落の地域に住む人々への偏見や差別を何というか？,部落差別
1357,戦前より日本に移り住み生活をしている朝鮮人の人やその子孫のこと,在日朝鮮人(在日韓国人)
1358,職場などにおける性的ないやがらせのこと,セクハラ(セクシャル・ハラスメント)
1359,職場などにおける権力を使ったいやがらせのこと,パワハラ(パワー・ハラスメント)
1360,国からの制約を受けず個人として自由に行動できる権利を何というか？,自由権
1361,不当に身体的な拘束を受けないという自由は？,身体の自由
1362,何を考え何を信じどう表現してもよいという自由は？,精神の自由(精神活動の自由)
1363,経済活動が自由に行えるという権利は？,経済活動の自由
1364,国家の非宗教化という原則は？,政教分離
1365,憲法21条で禁止されている、公が思想の内容を審査し必要とあれば公表を禁止することを何というか？,検閲
1366,社会を行きていく上で人間の生きるための基本的人権。,社会権
1367,憲法第25条にある人間らしく生きる権利。,生存権
1368,憲法26条で保障されている、国民が能力に応じて等しく教育を受けることができる権利,教育を受ける権利
1369,日本の教育に関する基礎的な法律,教育基本法
1370,"憲法27,28条に書かれている社会権。勤労権、団結権、団体交渉権、団体行動権をまとめた権利",労働基本権
1371,労働三法と呼ばれる3つの法律は,労働基準法、労働組合法、労働関係調整法
1372,国が生活に困窮した人を救う(生存権を保障した)という法律は。不正受給等で問題となっている。 ,生活保護法
1373,国民が政治に参加できる権利,参政権
1374,国民が直接政治に参加できる制度,直接民主制
1375,国民が代表者を選んでその代表者が政治に参加できる制度,間接民主制(代議制)
1376,政治をする人を選ぶ権利。日本では満20歳以上の国民に与えられている,選挙権
1377,選挙に立候補できる権利。,被選挙権
1378,国民が国や地方に対して政治的な要求をすることができる権利,請願権
1379,国民が国や地方に対して賠償請求したり権利を侵害しないように求めることができる権利,請求権
1380,安全な生活環境を求めることができる権利,環境権
1381,正確な情報を知るために請求することができる権利,知る権利
1382,個人の生活を他人から侵されないという権利,プライバシーの権利
1383,住宅の日当たりを一定時間確保できる権利,日照権
1384,すべての人間が幸せを求めることができる権利,幸福追求権
1385,2005年に施行された基本情報の取り扱いについて定めた法律,個人情報保護法
1386,市町村が住民全体の住民票を世帯ごとに編成し作成する公簿,住民基本台帳
1387,自分の写真や肖像などの公開を拒否する権利,肖像権
1388,人間が新しく創り出した物に関する権利,知的財産権(知的所有権)
1389,すべての人が等しいという考え方。主権を持つすべての者の意志によって行われる体制。,"民主主義(デモクラシー,民主政)"
1390,法律に基づき行政や司法が行われる国家,法治国家
1391,多くの人達に合意されている共通意見,世論
1392,新聞やテレビ、ラジオのように大衆に情報を伝達する機関のこと,マスメディア
1393,目的や利益を求めて世論を操ること,世論操作
1394,特定の世論へ誘導する意図を持った宣伝行為,プロパガンダ
1395,日本の様々な選挙について定めた法律,公職選挙法
1396,選挙の4つの原則の1つ。性別・財産・納税額etcに制限されない選挙。,普通選挙
1397,選挙の4つの原則の1つ。1票の価値はみな同じである選挙。,平等選挙
1398,選挙の4つの原則の1つ。有権者が直接投票する選挙。,直接選挙
1399,選挙の4つの原則の1つ。投票者がどの候補者に投票したかを他人に知られないようにする選挙,秘密選挙
1400,投票日に都合がつかず、投票日の前に投票を行うこと。投票所での投票を(①)、郵便等での投票を(②)と言う。,①期日前投票②不在者投票
1401,1つの選挙区から1名を選ぶ制度。現在の衆議院議員の選び方,小選挙区制
1402,各政党の総得票数に比例して代表者を選ぶ制度。現在の衆議院議員の選び方,比例代表制
1403,ベルギーの数学者から名づけられた比例代表制における議席配分の計算方式,ドント方式
1404,各政党が選挙で掲げる選挙公約のこと,マニフェスト
1405,比例代表制において比例名簿の順位を決めず、個人名でも投票できる仕組み。,非拘束名簿式
1406,議席の多数を占めている政党が政権を担当する政治,政党政治
1407,政権を担当している政党,与党
1408,政権を担当していない政党,野党
1409,2つ以上の政党が政権を担当すること,連立内閣(連立政権)
1410,国から政党に交付されるお金のこと,政党助成金
1411,企業や団体が政治家に対して寄付する金銭,政治献金
1412,アメリカの2大政党と言えば,民主党・共和党
1413,イギリスの2大政党と言えば,労働党・保守党
1414,自民党の党三役と言えば？,幹事長、総務会長、政調会長(政務調査会長)
1415,日本国憲法第41条で「国会は…であって、国の…である」と定められている。…に入る言葉は？,国権の最高機関、唯一の立法機関
1416,日本の国会を構成する2つの議院は？,衆議院・参議院
1417,永田町にある国会が開かれる場所は？,国会議事堂
1418,衆議院・参議院の被選挙権はそれぞれ何歳以上か？,"満25歳以上,満30歳以上"
1419,衆議院・参議院の定員はそれぞれ何名か？(2021年現在),"465名,245名"
1420,衆議院・参議院の任期は？,"4年(最大),6年"
1421,衆議院は解散もあるのでより国民の意見を反映しやすいということで衆議院の議決が優先されること,衆議院の優越
1422,会期が150日ある毎年1月に召集される国会,通常国会(常会)
1423,緊急な問題が発生した際に衆議院または参議院のどちらかの総議員の4分の1以上の要求があった時に召集される国会,臨時国会(臨時会)
1424,総選挙から30日以内に召集される内閣総理大臣を決める国会,特別国会(特別会)
1425,衆議院は与党が過半数をしめている一方、参議院で過半数に達していない状態のこと,ねじれ国会
1426,委員会において議案に関してその分野の専門家を招き意見を聞く会,公聴会
1427,衆議院・参議院の意見が一致しなかった場合に開かれる会,両院協議会
1428,軍隊の最高指揮権は軍人ではなく文民であること,文民統制(シビリアンコントロール)
1429,行政権を持つ内閣の最高責任者のこと,内閣総理大臣
1430,内閣を構成する大臣。各省庁の責任者,国務大臣
1431,内閣総理大臣の補佐役,内閣官房長官
1432,内閣の意思統一で政治の意思決定をする会議,閣議
1433,内閣によって出される命令,政令
1434,総理が執務を行ったり閣議が開かれる首相の邸宅,首相官邸
1435,内閣が国会に対して連帯して責任を負う仕組み,議院内閣制
1436,各省庁の官僚の最高地位,事務次官
1437,国家権力の立法・行政・司法の3つの権限をそれぞれ独立させバランスをはかる政治制度といえば？,三権分立
1438,『法の精神』において1を確立した人は?,モンテスキュー
1439,国会が制定した法律が憲法に違反していないかを裁判所が審査できる権限といえば？,違憲立法審査権
1440,裁判官を裁くための国会が行う裁判といえば？,弾劾裁判所
1441,国民が最高裁判所の裁判官を審査することを何と言うか？総選挙の際行われる。,国民審査
1442,国会が内閣に対して行える権限といえば？,内閣不信任決議
1443,最高裁判所長官の指名権がある組織は？,内閣
1444,国ではなく地方にできるだけ多くの権力を与えること,地方分権
1445,権力を地方ではなく国に集中させること,中央集権
1446,地方公共団体の運営や組織について定めた法律,地方自治法
1447,都道府県の知事や市町村長をまとめてさす言葉,首長
1448,地方公共団体が制定した規則,条例
1449,"地方公共団体の住民が条例の制定・廃止,首長の解雇等を要求できる権利。",直接請求権
1450,首長や主な地方公務員を解職を求めることができる権利,リコール(解職請求)
1451,国が地方公共団体格差を無くすために補助する使い道を指定しない資金。,地方交付税交付金
1452,国が使い道を指定した援助資金。,国庫支出金
1453,市民側が行政に対する苦情処理や監察をする制度,オンブズマン制度
1454,労働三権の1つで、労働組合を結成することができる権利,団結権
1455,労働三権の1つで、労働条件の改善を求めることができる権利,団体交渉権
1456,労働三権の1つで、労働条件の改善のためストライキなどを起こせる権利,団体行動権(争議権)
1457,1947年に制定された労働条件の最低基準について定めた法律,労働基準法
1458,1945年に制定された労働三権を保障した法律,労働組合法
1459,1946年に制定された労働争議の解決・予防のための法律,労働関係調整法
1460,"4,5,6の労働者の権利を保障した3つの法律をまとめて何という",労働三法
1461,労働者が団結して労働作業をやめ経営者に不利益を与えることで自分たちの要求を通そうとする行為。,ストライキ
1462,人員削減のため解雇すること,リストラ(リストラクチャリング)
1463,職業を無料で紹介する行政のサービス機関,ハローワーク
1464,1人当たりの労働時間を減らすなどしてより多くの労働者で仕事を分け合うこと,ワークシェアリング
1465,一度雇用したら定年までリストラさせずに雇用し続ける制度,終身雇用制
1466,勤続年数が長くなるにつれて給料を上げていく制度,年功序列賃金制
1467,国家や地方の財政における1年間の収入,歳入
1468,国家や地方の財政における1年間の支出,歳出
1469,国の借金のこと。国の公債,国債
1470,国や地方自治体による公共の利益のための事業。道路や河川の整備等が当てはまる。,公共事業
1471,所得格差をなくすために高所得者からより多くの税金をとり高齢者や低所得者に再分配する仕組み,所得の再分配
1472,第二の予算とも呼ばれる、国が特別な債権を発行し集めた資金を政府関係の機関に貸し出したりすること。,財政投融資
1473,国内総生産と訳される生産活動の国力を示す指標は,GDP
1474,国民総生産と訳される指標は,GNP
1475,総人口における65歳以上の割合が7％以上の社会,高齢化社会
1476,総人口における65歳以上の割合が14％以上の社会,高齢社会
1477,女性の生む子供の数が、減り続ける現象,少子化
1478,生活に困っている人に行う必要な援助のこと,公的扶助
1479,民間企業の労働者とその家族を対象とした医療保険,健康保険(健保)
1480,自営業者を対象とした医療保険,国民健康保険(国保)
1481,20歳以上の60歳未満の主に自営業者、学生を対象とした年金,国民年金
1482,"民間企業の正社員,公務員が全員加入する年金",厚生年金
1483,寝たきりの高齢者などの世話を社会全体が支えていく目的で作られた社会保険制度,介護保険
1484,寝たきりの高齢者や障害者のいるご家庭に訪問介護をする人,ホームヘルパー
1485,障害者や高齢者が生活していく上で障害となるものを取り除くこと,バリアフリー
1486,高齢者や障害者を普通の人間として扱うという考え方,ノーマライゼーション
1487,国民の生活環境を整えるために、国が行う保健衛生事業。,公衆衛生
1488,物価が上がり続け、結果として貨幣価値が減少していく現象,インフレーション(インフレ)
1489,物価が下がり続け、結果として貨幣価値が上昇していく現象,デフレーション(デフレ)
1490,不景気にも関わらず物価が上昇していく現象,スタグフレーション
1491,3年間でおよそ100％以上の物価上昇していく過剰なインフレのこと,ハイパーインフレ
1492,デフレにより物価下落と利益減少が繰り返される深刻な負の連鎖のこと,デフレスパイラル
1493,金額表示が大きくなりすぎた場合に貨幣価値の基準を変えること。,デノミネーション(デノミ）
1494,需要と供給が一致したときの価格,均衡価格
1495,所得税や法人税のように税金を納める義務のある者が直接納める税金,直接税
1496,消費税のように税金を納める人と負担する人が異なる税金,間接税
1497,個人の所得にかけられる税金のこと,所得税
1498,会社の所得にかけられる税金のこと,法人税
1499,商品やサービスを購入した時にかけられる税金,消費税
1500,亡くなった人の財産を受け継ぐ際にかけられる税金,相続税
1501,所得が大きくなるに連れて課税率を上げる方法,累進課税
1502,株式を発行することによって資金を集めて設立される会社,株式会社
1503,株主で構成される株式会社の基本的な方針や重要事項を話し合う機関,株主総会
1504,取締役で構成される会社の意思決定を行う機関,取締役会
1505,国や地方自治体と民間企業の出資によって設立される事業体,第三セクター
1506,株主や債権の売買取引を行う施設のこと,証券取引所
1507,主に株式会社の社長のこと。取締役の中から選ばれる。,代表取締役
1508,最高経営責任者と訳される会社の社長,CEO(Chief Executive Officer)
1509,新技術・新事業を発足させた企業。冒険という意味がある。,ベンチャー企業
1510,活動拠点を複数の国に置いている企業のこと,多国籍企業
1511,相互に関連のない多角的な経営をしている複合企業。日立グループが例に挙げられる。,コングロマリット(conglomerate)
1512,企業の買収合併のこと,M＆A
1513,経営支配権を獲得する者が不特定多数の株主から株式の価格等を指定して買い付けること,"TOB(株式公開買付け,take-over bid)"
1514,会社の関係者が未公開情報を利用した自社株等の取引。禁止されている。,インサイダー取引
1515,金融機関が公開を義務付けられている業務及び財産の状況に関する説明資料のこと,ディスクロージャー(Disclosure)
1516,企業が市民として果たすべき責任のこと。『企業の社会的責任』と訳される。,CSR
1517,企業と企業の取引の総称。,BtoB
1518,企業と一般消費者との取引の総称。,BtoC
1519,強み、弱み、機会、脅威を評価するのに用いられる分析,SWOT分析
1520,ある製品の生産をほぼ1社で支配している状態のこと,独占
1521,ある製品の生産を小数で支配している状態のこと,寡占
1522,独占している企業が利益を多く得るために一方的に定められた価格のこと,独占価格
1523,1947年に制定された公正な自由競争を促進するための法律。,"独占禁止法(独禁法,私的独占の禁止及び公正取引の確保に関する法律)"
1524,4の番人と言われる行政の委員会,公正取引委員会
1525,寡占の目的で企業同士が価格・生産量・販売地域等について結ぶ協定を何というか？企業連合と訳され、独占禁止法で禁止されている。,カルテル
1526,競争していた企業同士が市場の独占を狙い合併した形態のことを何というか？企業合同と訳され、過度な状態は独占禁止法で禁止されている。,トラスト
1527,株式の所有により子会社・孫会社を連結させた企業の結合体のこと。企業連携と訳され、1998年の独禁法改正により解禁された。,コンツェルン
1528,他の株式会社の株式を所有して支配することが目的で設立された会社は？,持ち株会社(ホールディングスカンパニー)
1529,日本銀行が発行する紙幣のこと,日本銀行券
1530,図書カード、クオカード、テレフォンカードのように代金を前払いして得たカード,プリペイドカード
1531,お金を持っていなくてもサインをすることで支払いできるカード。,クレジットカード
1532,買い物の代金を支払うことができるキャッシュカード。,デビットカード
1533,お金をカードや携帯電話にチャージすることで電子支払いすることができるシステム,電子マネー
1534,小切手や手形などを使って引き出しをする預金のこと,当座預金
1535,政府の銀行、銀行の銀行と呼ばれる銀行,日本銀行
1536,三菱東京UFJ銀行、三井住友銀行、みずほ銀行のように巨大な経営組織となっている金融グループ,メガバンク
1537,金融機関が倒産した場合1人当たり1000万円まで払い戻される制度,ペイオフ
1538,日本銀行が景気回復を目的に金利を０にする政策,ゼロ金利政策
1539,2つの通貨間の交換比率のこと,為替相場(為替レート)
1540,1ドル100円から1ドル110円のようになること,円安(円安ドル高）
1541,1ドル100円から1ドル90円のようになること,円高(円高ドル安)
1542,日本最大の金融商品を扱っている取引所は？略称は東証で1949年に設立された。世界三大市場の1つ。,東京証券取引所
1543,世界三大市場は東京とあと二つの証券取引所は？,"ニューヨーク,ロンドン"
1544,1960年の4月の基準を1000とした日本の株式市場の代表的な株価指標は？,日経平均株価
1545,東証一部の銘柄を対象にした東証株価指数の略称は？,TOPIX(トピックス)
1546,日経平均株価は東証一部の何社の銘柄を対象にした指標か？,225社
1547,ダウ・ジョーンズ社が算出しているアメリカの代表的な株価指数は？,ダウ平均株価(ダウ平均)
1548,所在地はニューヨークで1971年に設立されたベンチャー企業向けの株式市場は？,ナスダック(NASDAQ)
1549,1999年11月に東京証券取引所が開設した新興企業向けの株式市場は？,マザーズ
1550,会社などで働くことによって得られる賃金,"勤労所得(勤労収入,労働収入)"
1551,個人経営者が得る収入のこと,事業所得(事業収入)
1552,株や預貯金の利子・配当金のように持っている財産から得られる所得,財産所得
1553,家計の総消費支出に占める食料費の割合,エンゲル係数
1554,家計の総消費支出に占める子供のための出費の割合,エンジェル係数
1555,"医療保険,年金保険,雇用保険,労災保険,介護保険の5種類からなる保険",社会保険
1556,生活保障のため生活を脅かす事が発生したとき、給付される保険,生命保険
1557,1968年に制定された消費者問題に関する法律といえば？,消費者基本法
1558,欠陥商品で被害を受けた消費者を救済する法律といえば？,製造物責任法(PL法)
1559,消費者は一定期間以内なら無条件で契約を取り消すことができる制度といえば？,クーリングオフ制度
